Distance_Num,Bill subtotal,Packaging charges,Total,Target_Beli,Status_Transaksi
4.561434504523345,1170.0,29.25,614.25,0,Gagal (Cancelled/Missed)
5.792352062706156,1168.4152958745876,29.21038239686469,613.4180303341585,0,Gagal (Cancelled/Missed)
5.003372478063723,645.0134899122548,36.5846369564906,681.5981268687456,0,Gagal (Cancelled/Missed)
5.072909947593228,864.3628752183615,39.3630503594721,826.5847866483899,0,Gagal (Cancelled/Missed)
2.453006813693459,1831.3349065831696,72.28523551185292,1518.0063555445004,0,Gagal (Cancelled/Missed)
1.0977047112595775,599.0,29.95,628.95,0,Gagal (Cancelled/Missed)
7.440865160133415,850.8064427117598,42.54032213558799,893.3467648473478,0,Gagal (Cancelled/Missed)
1.3087485208388885,290.2967437875233,10.045712041460055,210.95995287066114,0,Gagal (Cancelled/Missed)
3.8822142368902774,749.824500341768,32.491225017088404,682.3157253588565,0,Gagal (Cancelled/Missed)
5.566389229577025,1168.867221540846,29.22168053852115,613.6552913089441,0,Gagal (Cancelled/Missed)
5.887060561727208,1168.2258788765455,29.205646971913637,613.3185864101865,0,Gagal (Cancelled/Missed)
3.2930059040023645,639.8279763839905,28.269395088560035,593.6249717121607,0,Gagal (Cancelled/Missed)
6.247771828902168,1158.0891268439132,32.222816312606454,676.6791425647356,0,Gagal (Cancelled/Missed)
4.496382090626158,934.6541254015932,42.243559998201185,887.1147599622249,0,Gagal (Cancelled/Missed)
4.193725900590518,449.0,17.45,366.45,0,Gagal (Cancelled/Missed)
2.13005468471361,427.8295078375775,21.391475391878874,449.22098322945635,0,Gagal (Cancelled/Missed)
4.298602398287082,2143.1314737901002,107.15657368950501,2250.288047479605,0,Gagal (Cancelled/Missed)
9.0,310.0,15.5,325.5,0,Gagal (Cancelled/Missed)
5.1546366722279275,449.0,17.4859106112038,367.20412283527975,0,Gagal (Cancelled/Missed)
2.206838934681937,456.13844958786257,17.806922479393126,373.9453720672557,0,Gagal (Cancelled/Missed)
4.14277627476782,310.0,15.5,325.5,0,Gagal (Cancelled/Missed)
4.944166950931528,946.8833390186305,41.35161135747399,868.3838385069538,0,Gagal (Cancelled/Missed)
4.121830984712028,623.3654929541361,27.377176055740307,574.8206971705464,0,Gagal (Cancelled/Missed)
5.482401175124561,310.0,11.24120058756228,236.0652123388079,0,Gagal (Cancelled/Missed)
7.293004943593745,1118.9073887691407,48.32487781594492,1014.8127365977665,0,Gagal (Cancelled/Missed)
1.2248225757920492,620.0,26.82,563.12,0,Gagal (Cancelled/Missed)
1.9895122673821533,592.4032515507856,29.620162577539283,622.0234141283249,0,Gagal (Cancelled/Missed)
3.9950630539696794,617.0049369460303,25.851596279216473,542.8833572986782,0,Gagal (Cancelled/Missed)
4.168655959326485,612.062789531598,16.65075773412204,349.58277801249545,0,Gagal (Cancelled/Missed)
5.439339179339144,706.0459473859477,27.245860607540596,572.1648301150699,0,Gagal (Cancelled/Missed)
3.139397267466344,618.4666300578702,26.69872437730428,560.5871516501365,0,Gagal (Cancelled/Missed)
3.6929096758459625,1013.7638129173863,50.68819064586931,1064.4520035632556,0,Gagal (Cancelled/Missed)
10.334295932543649,582.4992780505922,24.154124552951217,507.23661561197554,0,Gagal (Cancelled/Missed)
4.587809855005829,312.06095072497084,11.171745893747572,234.606663768699,0,Gagal (Cancelled/Missed)
4.85077529898666,1483.2525798068625,74.16262899034312,1557.4152087972057,0,Gagal (Cancelled/Missed)
7.491459860166094,598.8304866200554,24.94576216550138,523.861005475529,0,Gagal (Cancelled/Missed)
5.0741846231905665,3210.080699313534,133.37550230699892,2800.8586938313974,0,Gagal (Cancelled/Missed)
2.294140037077965,447.58828007415593,17.555878994438306,368.6734588832044,0,Gagal (Cancelled/Missed)
18.735592285944048,1037.576308562238,37.59007217892241,789.3915157573706,0,Gagal (Cancelled/Missed)
5.156013816023538,657.4398618397646,32.87199309198824,690.3118549317529,0,Gagal (Cancelled/Missed)
1.8694569406580492,375.0911793143361,14.624015906374852,307.1043340338719,0,Gagal (Cancelled/Missed)
9.12395055583869,636.0950618052017,27.54650988261093,578.5390421021931,0,Gagal (Cancelled/Missed)
7.322063917301068,600.3558721653978,25.017793608269894,525.3736657736678,0,Gagal (Cancelled/Missed)
7.0,1316.66219714924,65.833109857462,1382.495307006702,0,Gagal (Cancelled/Missed)
5.861137781678849,310.0,11.0,231.0,0,Gagal (Cancelled/Missed)
5.257452703214583,909.9556241587966,45.49778120793983,955.4534053667364,0,Gagal (Cancelled/Missed)
1.0,599.0,29.95,628.95,0,Gagal (Cancelled/Missed)
2.0,279.7843594052666,8.989217970263331,188.77357737552995,0,Gagal (Cancelled/Missed)
5.013073619605447,658.8692638039455,33.02831098143663,691.8975747853822,0,Gagal (Cancelled/Missed)
4.0,612.8017467389794,25.90247816576276,543.9520414810179,0,Gagal (Cancelled/Missed)
4.655945457711857,609.9461499912924,28.044741728333474,588.8395762950029,0,Gagal (Cancelled/Missed)
2.286834993430989,521.8160502408638,15.825675391854427,332.282077728724,0,Gagal (Cancelled/Missed)
1.4384472319947088,675.7116457600397,39.83131811169097,715.5429638717306,0,Gagal (Cancelled/Missed)
2.133560579163755,369.3321971041812,14.466609855209061,303.7988069593903,0,Gagal (Cancelled/Missed)
1.523067957407728,419.48751254602496,15.973067957407727,335.46058050343265,0,Gagal (Cancelled/Missed)
14.95861582331972,290.8224223091905,14.541121115459523,305.36354342465,0,Gagal (Cancelled/Missed)
1.0223662229657657,289.46969068228105,9.962301422631171,209.20832987525458,0,Gagal (Cancelled/Missed)
3.5506131355275916,784.1437846391578,39.20718923195789,823.3509738711157,0,Gagal (Cancelled/Missed)
6.07913649422014,1354.1055062244934,67.70527531122467,1421.810781535718,0,Gagal (Cancelled/Missed)
8.272684016139054,1096.8646096368714,47.39663189470824,995.312224658752,0,Gagal (Cancelled/Missed)
4.492349580858759,607.7308739521469,28.387173562565707,596.0433360743583,0,Gagal (Cancelled/Missed)
1.0,599.0,29.95,628.95,0,Gagal (Cancelled/Missed)
1.9859678177334095,528.3868137770993,20.78907862050499,436.5706510306048,0,Gagal (Cancelled/Missed)
1.258733573233492,1089.3031216366305,54.06368563828172,1135.2425730753807,0,Gagal (Cancelled/Missed)
1.6887269488817191,599.0,29.95,628.95,0,Gagal (Cancelled/Missed)
2.145758256928188,310.0,10.524293042821364,221.01015389924865,0,Gagal (Cancelled/Missed)
2.31289900413637,760.8097069710454,33.040485348552274,693.8501923195977,0,Gagal (Cancelled/Missed)
8.725293994940294,849.5697486003412,42.25872262596929,887.4331751453551,0,Gagal (Cancelled/Missed)
1.2150890837051327,725.2471882070321,31.316131681277884,657.6387653068356,0,Gagal (Cancelled/Missed)
5.128591741225446,649.0,33.28456040055315,682.2845604005532,0,Gagal (Cancelled/Missed)
13.716571239270582,983.8002001328595,37.11143532139924,779.3401417493841,0,Gagal (Cancelled/Missed)
2.5138736169749762,955.603777232862,42.837391502219795,899.5246666019368,0,Gagal (Cancelled/Missed)
3.288397304201028,781.4560723680605,39.07280361840303,820.5288759864636,0,Gagal (Cancelled/Missed)
6.0,310.0,11.401399715752962,239.4293940308122,0,Gagal (Cancelled/Missed)
3.0,473.9476403846245,23.697382019231224,497.6450224038557,0,Gagal (Cancelled/Missed)
3.8197526031495697,449.0,17.45,366.45,0,Gagal (Cancelled/Missed)
5.4989404970576565,1037.5561536559442,25.938903841398606,544.7169806693707,0,Gagal (Cancelled/Missed)
7.0,1396.1847205388383,69.02726948982608,1449.5726592863477,0,Gagal (Cancelled/Missed)
2.842334214514397,433.25114189489057,16.660583553628598,349.9117254485192,0,Gagal (Cancelled/Missed)
3.9667098385933306,304.57522665261496,10.728761332630748,225.30398798524573,0,Gagal (Cancelled/Missed)
1.0,599.0,29.95,628.95,0,Gagal (Cancelled/Missed)
5.0,603.6623197703989,25.19426332376662,529.079529799099,0,Gagal (Cancelled/Missed)
4.150894694253018,636.6879730666687,26.837263420413795,563.5400765634024,0,Gagal (Cancelled/Missed)
2.0,416.01317965115885,16.72836627079376,351.29929730820334,0,Gagal (Cancelled/Missed)
1.0,605.3807618231039,23.57987277993461,628.9606346030386,0,Gagal (Cancelled/Missed)
5.149768127341236,649.0,33.42199514644463,682.4219951464447,0,Gagal (Cancelled/Missed)
6.0,449.0,17.45,366.45,0,Gagal (Cancelled/Missed)
3.574577656634667,276.85256130734047,13.076524523187466,274.6070149869368,0,Gagal (Cancelled/Missed)
5.829381738977638,948.0,42.22938173897764,886.8170165185304,0,Gagal (Cancelled/Missed)
3.6556054262001747,262.44394573799826,8.011408038873872,168.151048635478,0,Gagal (Cancelled/Missed)
2.303268676974927,432.9172521597978,21.645862607989887,454.5631147677876,0,Gagal (Cancelled/Missed)
5.201698641179592,1256.2016986411795,62.81008493205898,1319.0117835732385,0,Gagal (Cancelled/Missed)
6.549117769673854,727.724571156811,36.38585282264861,764.1104239794596,0,Gagal (Cancelled/Missed)
1.663256557313213,445.53060524585055,17.710204606561206,371.9142967377854,0,Gagal (Cancelled/Missed)
4.385494122669636,1879.0939225274076,93.95469612637038,1973.0486186537778,0,Gagal (Cancelled/Missed)
4.835388306790048,451.4691753981493,22.573458769907464,474.04263416805674,0,Gagal (Cancelled/Missed)
4.341793165938492,635.632827336246,28.285126897489075,593.9291200181221,0,Gagal (Cancelled/Missed)
6.137695233635126,565.8811874457977,20.41903954608525,428.7710869755781,0,Gagal (Cancelled/Missed)
3.2482414315064982,659.0,32.95,691.95,0,Gagal (Cancelled/Missed)
2.1718646110580253,2054.9598518555636,70.52710636267588,1481.0966556470275,0,Gagal (Cancelled/Missed)
4.0,507.2548064686359,18.451387121405524,387.4615458034072,0,Gagal (Cancelled/Missed)
5.4998606651492175,449.0,17.45,366.45,0,Gagal (Cancelled/Missed)
2.7291635506140963,882.4167289877181,44.120836449385905,926.537565437104,0,Gagal (Cancelled/Missed)
2.0,466.0714459617825,18.303572298089126,384.37501825987164,0,Gagal (Cancelled/Missed)
6.0346775317052455,646.1029029112253,26.97623065886804,566.5153293216728,0,Gagal (Cancelled/Missed)
3.07489443867735,375.0,18.75,393.75,0,Gagal (Cancelled/Missed)
2.156508434737974,733.4016539823231,31.64232649668244,664.5050475484176,0,Gagal (Cancelled/Missed)
1.367459633130478,296.71665229574006,10.152102798221762,213.19415876265703,0,Gagal (Cancelled/Missed)
8.94246489585495,643.5791107681995,26.381832293617226,554.0184781659617,0,Gagal (Cancelled/Missed)
2.7673308299727353,325.0,12.25,257.25,0,Gagal (Cancelled/Missed)
4.211909489622362,1170.0,29.25,614.25,0,Gagal (Cancelled/Missed)
8.15015681769733,1099.62147160181,47.512726415231775,997.7511285437346,0,Gagal (Cancelled/Missed)
6.574017609004022,5301.879851778403,205.27760593501537,4310.860590715022,0,Gagal (Cancelled/Missed)
8.689809631676773,598.4866243625949,24.93716560906487,523.6804777903624,0,Gagal (Cancelled/Missed)
16.62673250210326,554.3669674902485,27.34506930008413,574.2339710517858,0,Gagal (Cancelled/Missed)
7.5669070494287425,1214.3372596365123,60.716862981825614,1275.054122618338,0,Gagal (Cancelled/Missed)
5.553792293855468,582.8306884407832,24.3,510.3,0,Gagal (Cancelled/Missed)
4.0,475.37441078314043,18.768720539157023,394.14313132229745,0,Gagal (Cancelled/Missed)
7.956055104914285,599.0,24.975366207459047,524.48269035664,0,Gagal (Cancelled/Missed)
2.9317506943147524,406.6413958017302,16.26364986113705,341.5400595491623,0,Gagal (Cancelled/Missed)
3.8468132126367895,314.5956036208963,15.423406606318395,323.8915387326863,0,Gagal (Cancelled/Missed)
4.944675211572642,506.9565709309196,25.34782854654598,532.3043994774656,0,Gagal (Cancelled/Missed)
10.318786089103172,964.8032764687885,47.61798845148699,999.9777574812267,0,Gagal (Cancelled/Missed)
2.0,2196.756819226762,92.2967336586443,1938.2463354334902,0,Gagal (Cancelled/Missed)
3.299699004578719,424.3456355663914,21.21728177831957,445.56291734471097,0,Gagal (Cancelled/Missed)
6.258806677631067,918.7167539144465,22.47502528848582,471.9631778361628,0,Gagal (Cancelled/Missed)
6.876353011213765,587.4537884313985,25.197418819327172,529.1457952058706,0,Gagal (Cancelled/Missed)
5.397647212939313,451.71058754177307,17.627999967250396,370.18799931225834,0,Gagal (Cancelled/Missed)
3.4258477647434216,857.2436327044934,38.226303302394044,802.7051447832173,0,Gagal (Cancelled/Missed)
1.0,621.3858604789874,7.601449288477575,628.987309767465,0,Gagal (Cancelled/Missed)
1.3445837946596324,319.83124308010554,8.94666359334333,187.81439383967586,0,Gagal (Cancelled/Missed)
4.503612547129677,751.2662564620836,32.5330960702764,683.2126439149539,0,Gagal (Cancelled/Missed)
1.5541224040700188,904.4488703066885,22.615759988997155,474.84019514234143,0,Gagal (Cancelled/Missed)
5.9632768625745864,449.1836156871271,17.508262705920718,367.6735168243351,0,Gagal (Cancelled/Missed)
2.9205715681940996,586.1961895453727,29.309809477268633,615.5059990226414,0,Gagal (Cancelled/Missed)
3.632474165359454,321.2051550078433,11.459407293300682,240.64755315931433,0,Gagal (Cancelled/Missed)
1.0558367896454364,570.2284093721996,14.260710234304991,299.3749149204048,0,Gagal (Cancelled/Missed)
5.138471869701962,601.9379346451999,28.12399731387749,590.5177907783975,0,Gagal (Cancelled/Missed)
3.864724084265866,630.6260787245964,16.10636169899512,338.1381048760886,0,Gagal (Cancelled/Missed)
6.867249931132602,310.0,15.5,325.5,0,Gagal (Cancelled/Missed)
3.362489543096877,639.1749372585813,31.958746862929065,671.1336841215103,0,Gagal (Cancelled/Missed)
2.0179623917203444,658.9401253609321,32.947006268046614,691.8871316289789,0,Gagal (Cancelled/Missed)
2.8610769876290263,640.0563062721615,32.002815313608075,672.0591215857695,0,Gagal (Cancelled/Missed)
4.237390450171466,590.2878286494856,25.095771664390004,527.01120495219,0,Gagal (Cancelled/Missed)
3.669603259941634,482.34801629970815,24.11740081498541,506.4654171146936,0,Gagal (Cancelled/Missed)
6.377612072075662,556.7412930930811,27.837064654654053,584.5783577477351,0,Gagal (Cancelled/Missed)
4.763708441779065,2236.835498698651,109.33833866278079,2296.089837749561,0,Gagal (Cancelled/Missed)
3.491509542655566,427.1268883685057,21.356344418425284,448.483232786931,0,Gagal (Cancelled/Missed)
3.5642562922449725,1159.5659427728185,57.98116025839739,1217.547103031216,0,Gagal (Cancelled/Missed)
7.0,1391.5003541068236,69.57501770534118,1461.075371812165,0,Gagal (Cancelled/Missed)
1.792849458685187,593.7143369420987,29.68571684710494,623.4000537892038,0,Gagal (Cancelled/Missed)
1.6883363483798939,599.0,29.95,628.95,0,Gagal (Cancelled/Missed)
1.7549010792811566,313.67648381078266,9.91911555789634,208.27691682375126,0,Gagal (Cancelled/Missed)
4.032481433036541,359.8375928348173,13.991879641740866,293.8294724765582,0,Gagal (Cancelled/Missed)
5.165981844774111,414.31429765746793,20.7157148828734,435.0300125403414,0,Gagal (Cancelled/Missed)
9.301435745659251,1074.2998326012842,44.744753283691445,939.6168046000637,0,Gagal (Cancelled/Missed)
5.428102770907754,593.0065612072915,25.10702569272694,527.2475395472657,0,Gagal (Cancelled/Missed)
3.3302135484344806,1169.779857634377,29.244496440859425,614.1344252580479,0,Gagal (Cancelled/Missed)
5.962057707018497,4006.9467920491006,150.7955722117029,3166.6579650030853,0,Gagal (Cancelled/Missed)
2.657274601009387,318.7852202462148,9.319094526224236,195.64241691573417,0,Gagal (Cancelled/Missed)
4.466356466521881,451.40139590065155,22.570069795032577,473.9714656956841,0,Gagal (Cancelled/Missed)
2.198589616493609,421.7520469607827,16.889012731545527,354.6692673624561,0,Gagal (Cancelled/Missed)
5.515726264417537,1561.1970390417148,78.05985195208574,1639.2568909938004,0,Gagal (Cancelled/Missed)
4.035014271550219,926.4085442418057,46.32042721209029,972.728971453896,0,Gagal (Cancelled/Missed)
1.1126327204114816,599.0,29.95,628.95,0,Gagal (Cancelled/Missed)
4.516610020496431,1569.8560464890309,78.49280232445155,1648.3488488134824,0,Gagal (Cancelled/Missed)
2.5992826845186667,738.2611672479765,31.913058362398825,670.1742256103753,0,Gagal (Cancelled/Missed)
4.429888823882366,943.5816383850884,42.03424868343087,882.7192223520482,0,Gagal (Cancelled/Missed)
3.4004745980175834,625.8068816712549,26.826007118970264,563.2661732282764,0,Gagal (Cancelled/Missed)
3.8999780856374007,925.999561712748,40.44664767421908,849.3796011586006,0,Gagal (Cancelled/Missed)
11.952248899358423,594.2387555032079,24.711937775160393,518.9506932783684,0,Gagal (Cancelled/Missed)
4.615874769835575,454.76187845246636,22.738093922623317,477.49997237508967,0,Gagal (Cancelled/Missed)
1.9452203848414968,763.3834573061096,33.16917286530548,696.552630171415,0,Gagal (Cancelled/Missed)
6.47585473851333,586.3323932678373,25.2214487156892,529.6504230294732,0,Gagal (Cancelled/Missed)
2.4304378092368246,310.0,10.571739634872804,222.00653233232887,0,Gagal (Cancelled/Missed)
9.065467922821863,636.1681650964726,27.552285042621342,578.6598087393729,0,Gagal (Cancelled/Missed)
6.345324134886535,724.5647448534645,35.682674021745335,749.336154456652,0,Gagal (Cancelled/Missed)
4.808537585428113,488.04268792714055,24.402134396357027,512.4448223234976,0,Gagal (Cancelled/Missed)
5.476981513306721,648.3441504192033,26.793358445294828,562.6605273511914,0,Gagal (Cancelled/Missed)
8.16722767728614,406.43602734712385,20.321801367356194,426.75782871448007,0,Gagal (Cancelled/Missed)
2.2018319671088387,363.94504098673485,14.600915983554419,306.6192356546428,0,Gagal (Cancelled/Missed)
17.830300434396307,547.7171673906605,27.385858369533025,575.1030257601935,0,Gagal (Cancelled/Missed)
4.558699968490108,648.4115999579868,27.055940014704618,568.1747403087969,0,Gagal (Cancelled/Missed)
2.700962824143716,366.4951858792814,14.324759293964071,300.8199451732455,0,Gagal (Cancelled/Missed)
2.930297276720827,448.8605945534417,17.460455408491875,366.66956357832936,0,Gagal (Cancelled/Missed)
13.371792581378681,296.884622255864,14.844231112793198,311.72885336865716,0,Gagal (Cancelled/Missed)
2.0,277.81597491930563,8.89079874596528,186.70677366527087,0,Gagal (Cancelled/Missed)
7.0,712.3438780663904,35.61719390331952,747.9610719697099,0,Gagal (Cancelled/Missed)
3.7137077145591677,468.2943842816125,23.414719214080623,491.7091034956931,0,Gagal (Cancelled/Missed)
2.851158979532166,757.0418871432748,32.85209435716374,689.8939815004386,0,Gagal (Cancelled/Missed)
2.5967034309279535,720.4115379917522,31.419752757319596,659.8148079037115,0,Gagal (Cancelled/Missed)
4.503496234401782,733.4598029245158,26.52653815073406,557.0448885712752,0,Gagal (Cancelled/Missed)
2.489895059346434,476.36377786352836,23.81818889317642,500.1819667567048,0,Gagal (Cancelled/Missed)
7.941771160904968,1023.4363113643442,48.37863322851041,1015.9512977987187,0,Gagal (Cancelled/Missed)
5.3784042290553025,593.7023407932257,25.094601057263827,526.9866222025404,0,Gagal (Cancelled/Missed)
6.0,649.0,37.18255725410148,686.1825572541015,0,Gagal (Cancelled/Missed)
1.3561711724418746,395.1093242747669,15.111637386180218,317.3443851097846,0,Gagal (Cancelled/Missed)
3.9814324665350864,3029.6976657340783,108.67571842687255,2282.1804583149933,0,Gagal (Cancelled/Missed)
1.0,1066.1435113380946,53.31010108783385,1119.4536124259287,0,Gagal (Cancelled/Missed)
5.0116219161640885,310.0,11.005810958082044,231.12203011972292,0,Gagal (Cancelled/Missed)
5.76313658936775,577.9919169437761,19.62372669142419,412.05703173955357,0,Gagal (Cancelled/Missed)
7.2065075940619465,1172.9135249719416,58.646797181350784,1231.5603221532924,0,Gagal (Cancelled/Missed)
2.648040567038957,1090.1789004034213,52.2540693926189,1097.276658259173,0,Gagal (Cancelled/Missed)
4.361000834101963,317.37549624654116,11.0,231.0,0,Gagal (Cancelled/Missed)
5.572211040033572,647.2888441601343,32.364442208006714,679.653286368141,0,Gagal (Cancelled/Missed)
3.6005009091860236,317.2022540913371,10.900125227296506,228.90262977322664,0,Gagal (Cancelled/Missed)
2.4471623388446324,310.0,10.55589529235558,221.67380113946717,0,Gagal (Cancelled/Missed)
3.66093463248349,937.622243401747,42.889710221362115,900.6839146486044,0,Gagal (Cancelled/Missed)
5.984858758094676,672.7880226133254,33.63940113066627,706.4274237439918,0,Gagal (Cancelled/Missed)
7.085724655894385,572.1673239762339,28.60836619881169,600.7756901750456,0,Gagal (Cancelled/Missed)
6.793349852277295,4225.68028654502,161.3529320818659,3388.42190622657,0,Gagal (Cancelled/Missed)
4.513674248593196,452.34423294066534,17.617211647033265,369.96144458769857,0,Gagal (Cancelled/Missed)
8.818089581892085,619.168844345444,26.387799059630876,554.1268958177039,0,Gagal (Cancelled/Missed)
3.3794861022771006,597.4598287007591,24.911495717518974,523.1414100678985,0,Gagal (Cancelled/Missed)
8.942399135832177,1199.7280259250347,59.98640129625173,1259.7144272212865,0,Gagal (Cancelled/Missed)
5.979870292573251,1147.7507942220568,49.56916348147026,1040.952030516727,0,Gagal (Cancelled/Missed)
2.722233640914137,659.0,32.95,691.95,0,Gagal (Cancelled/Missed)
5.601799944694694,649.9955001382633,32.49977500691317,682.4952751451765,0,Gagal (Cancelled/Missed)
1.9451550135006914,434.3138954473473,21.715694772367364,456.02959021971463,0,Gagal (Cancelled/Missed)
5.709800208964055,589.0627970745032,25.177450052241014,528.7264510970613,0,Gagal (Cancelled/Missed)
1.4401987753511019,724.4593042862712,31.333014908151334,657.9933130711779,0,Gagal (Cancelled/Missed)
3.3003111569225627,281.3127574338251,14.065637871691253,295.37839530551634,0,Gagal (Cancelled/Missed)
1.4294305786836654,913.2961612588534,45.66480806294267,958.960969321796,0,Gagal (Cancelled/Missed)
4.684243816328941,761.1578148408105,32.96946889044863,692.4104261128499,0,Gagal (Cancelled/Missed)
4.0,688.5988294576566,16.566326474762676,347.8091970765582,0,Gagal (Cancelled/Missed)
5.109357460683719,752.2998877483758,32.516369808362384,682.9012969800596,0,Gagal (Cancelled/Missed)
4.813220044859024,377.80169932711465,18.51652505607378,388.8470261775494,0,Gagal (Cancelled/Missed)
1.0,312.7845870876209,8.747556986125833,183.63262841117688,0,Gagal (Cancelled/Missed)
3.127411697631556,655.2419610078948,32.76209805039474,688.0040590582896,0,Gagal (Cancelled/Missed)
1.2479451437540812,448.22328686880303,17.787191771563112,373.5310272028253,0,Gagal (Cancelled/Missed)
4.399662402656652,451.70151918804504,22.585075959402253,474.2865951474473,0,Gagal (Cancelled/Missed)
4.8738105441806345,1292.8651235811608,63.01214316325419,1323.255006428338,0,Gagal (Cancelled/Missed)
5.0,453.11184091925475,22.655592045962738,475.7674329652175,0,Gagal (Cancelled/Missed)
8.681430550821045,549.0618981639299,27.45309490819649,576.5149930721263,0,Gagal (Cancelled/Missed)
3.4078582908244304,636.5338762390578,31.82669381195289,668.3605700510107,0,Gagal (Cancelled/Missed)
2.5878866496569,929.3061215348409,44.0834761022567,925.7529981473907,0,Gagal (Cancelled/Missed)
5.697396916067682,888.9620365515872,21.357819862974686,448.49250707106955,0,Gagal (Cancelled/Missed)
4.952817214429156,588.1415483567125,25.15837150626255,528.3258016315135,0,Gagal (Cancelled/Missed)
8.453080654229929,616.7901152203285,26.222654032711496,550.6757346869414,0,Gagal (Cancelled/Missed)
6.0,449.0,17.488480319489025,367.25808670926955,0,Gagal (Cancelled/Missed)
3.0341276013828455,968.1258455300992,41.85822597752291,878.9429161659882,0,Gagal (Cancelled/Missed)
4.857097825025885,949.4290217497412,41.433582011118915,870.0995061464982,0,Gagal (Cancelled/Missed)
18.71605255412799,1029.537780297481,36.223998320894296,760.7039647387802,0,Gagal (Cancelled/Missed)
9.850568850992197,618.003792339948,26.332874852781718,552.9853908701158,0,Gagal (Cancelled/Missed)
7.443583299221325,1117.649723018169,42.04467439486832,882.9337264592426,0,Gagal (Cancelled/Missed)
6.454125575852042,585.0,24.81858070294056,521.1901947617517,0,Gagal (Cancelled/Missed)
5.612707114901773,449.0,17.45,366.45,0,Gagal (Cancelled/Missed)
3.5583351753878096,270.26245302761083,8.3650808097187,175.58878024532333,0,Gagal (Cancelled/Missed)
8.916558353878303,941.5413308970227,47.077066544851135,988.6183974418739,0,Gagal (Cancelled/Missed)
4.111429818726325,276.5947704279632,13.829738521398161,290.4245089493614,0,Gagal (Cancelled/Missed)
5.400293954874664,272.6927599305764,13.63463799652882,286.3273979271052,0,Gagal (Cancelled/Missed)
6.385470866735943,1087.051117985452,27.176277949636297,570.7018369423623,0,Gagal (Cancelled/Missed)
7.803937440972949,597.6275620868106,24.97940938385406,524.5675970609352,0,Gagal (Cancelled/Missed)
5.209360889285549,1147.8077457357317,28.695193643393296,602.5990665112591,0,Gagal (Cancelled/Missed)
3.733871586365733,361.33064206817136,14.066532103408568,295.3971741715799,0,Gagal (Cancelled/Missed)
3.6875034437257708,644.5625378809834,32.228126894049176,676.7906647750327,0,Gagal (Cancelled/Missed)
3.56702007130322,962.3297992869678,41.736750283243744,876.4144367509708,0,Gagal (Cancelled/Missed)
2.513457984308774,456.8447195353053,17.842235976765263,374.6869555120705,0,Gagal (Cancelled/Missed)
5.638394118771492,640.4520073515356,27.890708580771317,585.7367161447369,0,Gagal (Cancelled/Missed)
5.526721705749021,286.26593165595165,14.313296582797582,300.57922823874924,0,Gagal (Cancelled/Missed)
6.0,4531.470642119595,169.9299776707587,3568.5329592604553,0,Gagal (Cancelled/Missed)
7.78012151119334,552.0662616293555,27.603313081467775,579.6695747108233,0,Gagal (Cancelled/Missed)
2.82971274580438,681.4396169944058,38.791355925718335,720.2309729201241,0,Gagal (Cancelled/Missed)
6.787885504789063,618.2970046249031,27.90969602932953,586.0644047230829,0,Gagal (Cancelled/Missed)
4.38525828010626,278.64817228541926,9.008236827544284,189.1114992064406,0,Gagal (Cancelled/Missed)
13.746858314061125,1071.2139425233188,38.56069712616594,809.7746396494848,0,Gagal (Cancelled/Missed)
9.697628482867952,1064.803359135471,46.04649701248261,966.9487050485134,0,Gagal (Cancelled/Missed)
1.2545697330340246,450.6005341267485,17.902741839820415,375.95757863622873,0,Gagal (Cancelled/Missed)
9.0,310.0,15.5,325.5,0,Gagal (Cancelled/Missed)
2.3259347468964777,728.7739461700011,31.567961419293116,662.9271898051554,0,Gagal (Cancelled/Missed)
6.523636674137315,579.4691036396299,27.407781526310924,575.5110483851156,0,Gagal (Cancelled/Missed)
1.8699913689145946,426.4433269467376,16.319991368914593,342.7633183156522,0,Gagal (Cancelled/Missed)
3.1128301407463774,269.1735848319175,13.458679241595874,282.63226407351334,0,Gagal (Cancelled/Missed)
7.158055726841743,630.7370835902626,28.06391315804613,589.2913936873595,0,Gagal (Cancelled/Missed)
5.294512255437767,656.0548774456223,34.71412841007223,690.7690058556946,0,Gagal (Cancelled/Missed)
4.416794960432339,456.9160251978383,17.85622113390272,374.9806438119572,0,Gagal (Cancelled/Missed)
1.0485519872670355,438.1335179649843,21.906675898249215,460.0401938632335,0,Gagal (Cancelled/Missed)
4.586362482501908,1094.9762471441923,49.83601280307887,1046.5459279267188,0,Gagal (Cancelled/Missed)
9.385739290045084,619.0877515299935,26.34563079559665,553.2494715545303,0,Gagal (Cancelled/Missed)
2.4299220915067408,2046.1511988049292,68.2158928896489,1432.5557664152134,0,Gagal (Cancelled/Missed)
2.0,422.3315052888716,16.59345540308459,348.488654230929,0,Gagal (Cancelled/Missed)
3.6948510826527805,476.64336190918056,18.83216809545903,395.4755300046396,0,Gagal (Cancelled/Missed)
2.241312445351726,455.82818799183445,17.79140939959172,373.61959739142617,0,Gagal (Cancelled/Missed)
4.6615658870645875,634.3537364517416,28.289923488305966,594.0218541072487,0,Gagal (Cancelled/Missed)
5.405738374089712,340.0860756113457,9.404486945408177,197.42393893486724,0,Gagal (Cancelled/Missed)
1.4678411241614615,1044.7836963003413,51.59824247491586,1083.563091973233,0,Gagal (Cancelled/Missed)
